playerId,n_total,n_history,n_future,reputation,history_toxic_rate,future_toxic_rate,future_toxic_rate_binary
NothingElse,14,9,5,0.6630725293885389,0.1111111111111111,0.2,1
November's Chopin,13,9,4,0.646900230638567,0.2222222222222222,0.0,0
Nugget,11,7,4,0.525940749727543,0.2857142857142857,0.0,0
Nuo-|,17,11,6,0.594163500059169,0.2727272727272727,0.16666666666666666,1
OMG! U still believe in LOVE???,12,8,4,0.6406276052504479,0.0,0.25,1
Ob3k1,11,7,4,0.5493919782478097,0.42857142857142855,0.0,0
Ohhh Yeah?,12,8,4,0.5472392385733196,0.375,0.25,1
Ol' Dirty Bastard,17,11,6,0.6173858293542399,0.18181818181818182,0.0,0
Onion Devourer (OD),10,7,3,0.6266749157909396,0.14285714285714285,0.6666666666666666,1
Onions123,11,7,4,0.6446852708374347,0.0,0.0,0
OrangeBasket,32,22,10,0.5710390784562305,0.18181818181818182,0.1,1
Otaku boy 16,10,7,3,0.5903546749855569,0.2857142857142857,0.0,0
PENISS,10,7,3,0.6404832892032081,0.0,0.0,0
PICK STUNS,12,8,4,0.3958631068084799,0.5,0.5,1
PJSalt,14,9,5,0.6182909853131315,0.1111111111111111,0.2,1
POPEYE,15,10,5,0.7011933507274718,0.0,0.0,0
PUNX,26,18,8,0.5575771351129607,0.2222222222222222,0.125,1
Pablo Picasso,15,10,5,0.5302403406416791,0.4,0.0,0
Palimon,13,9,4,0.37253883767496787,0.6666666666666666,0.0,0
PaliosXimikos,10,7,3,0.6712484945652303,0.0,0.3333333333333333,1
Pandabindai_??`,13,9,4,0.23616176720676846,1.0,0.25,1
Papa_DotA,14,9,5,0.46724879065699815,0.2222222222222222,0.2,1
Papet.Ĝ҉Ǻ҉Ӎ҉Ế҉Ʀ,10,7,3,0.736985160178387,0.0,0.3333333333333333,1
Paradox-|X,17,11,6,0.7171267646620831,0.09090909090909091,0.0,0
PavlodarSkyi,17,11,6,0.65523111203809,0.0,0.0,0
PercepT,12,8,4,0.5138241310203043,0.5,0.25,1
Persephone,11,7,4,0.5682569534658793,0.0,0.0,0
Peruanos = maricones,19,13,6,0.29429281513339794,0.8461538461538461,0.8333333333333334,1
PhantomX8,24,16,8,0.6372968959577768,0.125,0.0,0
Pineapple KAMIKAZE,38,26,12,0.6390313820316316,0.15384615384615385,0.25,1
Pink Ranger,10,7,3,0.5987755523721116,0.14285714285714285,0.0,0
Pinoy^^,15,10,5,0.6984328821214548,0.0,0.0,0
Polister |MD|,10,7,3,0.7248942605557784,0.0,0.3333333333333333,1
Potato_Chip,20,14,6,0.6785687830409083,0.0,0.16666666666666666,1
PriNcE`,10,7,3,0.7418924123048342,0.0,0.0,0
Prince Ali,11,7,4,0.609624505064263,0.0,0.25,1
Prince of Excrement,12,8,4,0.4860191885307435,0.25,0.25,1
Private Ryan,10,7,3,0.6477618910059136,0.0,0.0,0
Professor,14,9,5,0.5495645865260032,0.3333333333333333,0.6,1
Psycho,37,25,12,0.4126093864580002,0.56,0.4166666666666667,1
PuffyWiggles,15,10,5,0.6183943607458994,0.0,0.2,1
Pump It!,14,9,5,0.6615201644386896,0.1111111111111111,0.2,1
Q u i c k C a s  t,12,8,4,0.534659214052949,0.25,0.5,1
R.oUcHtA  ^.........^,21,14,7,0.56391694701502,0.2857142857142857,0.0,0
R2D2,12,8,4,0.7207929083315001,0.0,0.0,0
RAMBO,10,7,3,0.618535513797855,0.14285714285714285,0.0,0
RAMPAGE.BABY,13,9,4,0.4308442121837097,0.4444444444444444,0.25,1
RED,11,7,4,0.4008368751196034,0.42857142857142855,0.25,1
RENEGADE,12,8,4,0.6946233951592856,0.0,0.5,1
Rawdog,11,7,4,0.5904641985784506,0.0,0.25,1
Rayzden,10,7,3,0.5680886826539261,0.2857142857142857,0.0,0
Reckful,11,7,4,0.6480791159739802,0.14285714285714285,0.0,0
Red Vex,10,7,3,0.5669691378265904,0.0,0.0,0
Rick,17,11,6,0.6435365737986802,0.18181818181818182,0.0,0
Rigby,13,9,4,0.6320534547365916,0.0,0.25,1
Rinse n Repeat,16,11,5,0.6862938663064356,0.0,0.2,1
Road To 0K,12,8,4,0.505143914566501,0.375,0.0,0
Road To 1k MMR Bitches!!!!,10,7,3,0.6648564774450998,0.0,0.0,0
Road to 4k,10,7,3,0.7021280173778821,0.0,0.3333333333333333,1
Ruleral,10,7,3,0.4267697418044826,0.2857142857142857,0.3333333333333333,1
Running through the 6th,10,7,3,0.7119482302034623,0.0,0.0,0
R~,23,16,7,0.6536266622523295,0.0625,0.0,0
S.H.I.E.L.D,23,16,7,0.45578172012991247,0.25,0.14285714285714285,1
S.H.K <3,10,7,3,0.6664608608259398,0.14285714285714285,0.3333333333333333,1
SANTEEE,15,10,5,0.34327995379147547,0.6,0.6,1
SAPR0LING,12,8,4,0.6489553433321276,0.25,0.0,0
SCOURGE,21,14,7,0.759876772558682,0.0,0.0,0
SC[A]GS,14,9,5,0.648498723800832,0.0,0.2,1
SEA.Doto.Best.Doto,10,7,3,0.6371183484722172,0.14285714285714285,0.0,0
SSR,16,11,5,0.6589380071651276,0.09090909090909091,0.2,1
STILL HAPPY HOPE TO DIE,10,7,3,0.36099939656995567,0.7142857142857143,1.0,1
Saitama,14,9,5,0.5799560515066066,0.4444444444444444,0.8,1
Salty Sailor,11,7,4,0.3043954605403374,0.8571428571428571,0.75,1
Salzkruste,19,13,6,0.6720654896839152,0.0,0.16666666666666666,1
Saucey,13,9,4,0.5909052751438268,0.2222222222222222,0.5,1
Scept_R,10,7,3,0.5690705522790119,0.2857142857142857,0.3333333333333333,1
SeNpAi_2StOnE,11,7,4,0.44911314182873663,0.2857142857142857,0.0,0
Seatech,12,8,4,0.7066050067698193,0.125,0.5,1
Secret.FUCK,16,11,5,0.4303900173353749,0.36363636363636365,0.0,0
Sensei,12,8,4,0.6262196040518125,0.125,0.0,0
Seventh Horseman,13,9,4,0.7348524117204597,0.0,0.0,0
Shadow Link,10,7,3,0.5543090101694889,0.2857142857142857,0.0,0
Shigure,18,12,6,0.6657105031532193,0.0,0.0,0
Shinichi Saitama,13,9,4,0.6376819830779573,0.2222222222222222,0.0,0
Shiro Shinigami,10,7,3,0.7018680230838817,0.0,0.3333333333333333,1
Silly Me,14,9,5,0.5862812190622749,0.1111111111111111,0.0,0
Silverly,14,9,5,0.6291632555545922,0.3333333333333333,0.0,0
Sinio_Rito,10,7,3,0.7525914619667345,0.0,0.0,0
Sir Pudgealot,15,10,5,0.697452850936937,0.1,0.2,1
Skayl,13,9,4,0.49480392583862176,0.3333333333333333,0.5,1
Skiller,12,8,4,0.630186871600335,0.25,0.25,1
Sleeping_[D]og,10,7,3,0.4159274226261013,0.5714285714285714,0.3333333333333333,1
Sleepy Hollow,15,10,5,0.5450369015839384,0.3,0.4,1
Slim.Shady ツ,13,9,4,0.4510133691893179,0.4444444444444444,1.0,1
Smegma,10,7,3,0.5383118572156779,0.14285714285714285,0.0,0
Smoove-,24,16,8,0.7252352995419115,0.0,0.0,0
Snipe Desu~,35,24,11,0.6792117051210862,0.08333333333333333,0.18181818181818182,1
Snugglelump,10,7,3,0.3658257521936261,0.8571428571428571,1.0,1
Solo Rank Warrior,11,7,4,0.6951448928509799,0.0,0.25,1
Sora,16,11,5,0.5627698801285844,0.45454545454545453,0.0,0
Sparkyy,17,11,6,0.46903979068788926,0.36363636363636365,0.16666666666666666,1
Spawn+,10,7,3,0.6934432124441858,0.14285714285714285,0.0,0
Spazzkid,13,9,4,0.6091058521368473,0.0,0.0,0
Spea,11,7,4,0.45789626166238123,0.42857142857142855,0.0,0
Specs,10,7,3,0.6542704588331552,0.0,0.3333333333333333,1
Spirit™,10,7,3,0.7065776942853931,0.14285714285714285,0.3333333333333333,1
Spooderman,17,11,6,0.5970305881927703,0.09090909090909091,0.0,0
Squee and Spleen,11,7,4,0.688203976712485,0.0,0.0,0
Stallon,11,7,4,0.6473767857579987,0.0,0.0,0
Standin.TheLastOne,16,11,5,0.5408392919113542,0.18181818181818182,0.4,1
Standin.Yugi,10,7,3,0.6399898248764639,0.14285714285714285,0.3333333333333333,1
Standin.wanz,14,9,5,0.7505310787180361,0.0,0.0,0
StefCika,15,10,5,0.4823201096479391,0.4,0.6,1
Steve,17,11,6,0.4955628448415991,0.5454545454545454,0.5,1
Suport for victory,15,10,5,0.5233043705299377,0.4,0.6,1
Sven,16,11,5,0.5364017300990368,0.2727272727272727,0.2,1
SwiftJam,10,7,3,0.5126463364864653,0.2857142857142857,0.0,0
SwiindLe (:,21,14,7,0.6838297665859282,0.07142857142857142,0.0,0
Synyster,13,9,4,0.6171239847686066,0.1111111111111111,0.25,1
T r a p K i n g,11,7,4,0.5773569162303679,0.2857142857142857,0.0,0
T2B2,11,7,4,0.6309239751347404,0.0,0.0,0
TABUNOK SLAYER !,10,7,3,0.49782092221164603,0.2857142857142857,0.3333333333333333,1
TC Phoenix,11,7,4,0.3760973357759939,0.42857142857142855,0.0,0
TES VI: Fallout 4,17,11,6,0.4888692615595288,0.18181818181818182,0.16666666666666666,1
TINKLES,16,11,5,0.5814031894450012,0.18181818181818182,0.2,1
TOOpCHI,11,7,4,0.7266929444602991,0.0,0.0,0
TUNAK TUNAK TUN,26,18,8,0.5615721766867491,0.2777777777777778,0.625,1
TanSriRosmah,10,7,3,0.6252916940191461,0.14285714285714285,0.0,0
Tankut.coffin,12,8,4,0.6577428481492541,0.25,0.25,1
Taq°µò,11,7,4,0.510356882703294,0.14285714285714285,0.0,0
TeinZ,17,11,6,0.6049402168401092,0.18181818181818182,0.3333333333333333,1
Tensai >.<,22,15,7,0.6141655040680917,0.26666666666666666,0.2857142857142857,1
Teolog,15,10,5,0.6480795810259672,0.2,0.0,0
Thanatael,12,8,4,0.5572943113478298,0.375,0.25,1
The Big Bad Wolf,37,25,12,0.6251158434761567,0.08,0.08333333333333333,1
The Gambler,10,7,3,0.633424939121107,0.0,0.0,0
The Kite String Tangle,15,10,5,0.24880032710964503,0.9,0.8,1
The Nyakes- Alexithymia,12,8,4,0.5530578805153308,0.125,0.5,1
The Rice Lantern,13,9,4,0.604186276451933,0.1111111111111111,0.5,1
The Seven Deadly Sins,22,15,7,0.633864234209938,0.3333333333333333,0.5714285714285714,1
Thick_Blast,11,7,4,0.5736036002287235,0.14285714285714285,0.25,1
Thineline,15,10,5,0.6927150282473575,0.1,0.0,0
Thomas The Dank Engine,20,14,6,0.6697294441278294,0.14285714285714285,0.0,0
Thrower,20,14,6,0.7264045710944708,0.07142857142857142,0.0,0
Topi,11,7,4,0.5813508505249719,0.14285714285714285,0.25,1
Torty...,10,7,3,0.4926872559591976,0.42857142857142855,0.6666666666666666,1
Tremus,12,8,4,0.5983406337184021,0.125,0.0,0
Trollypops,10,7,3,0.7034925894815275,0.0,0.0,0
Trunks,15,10,5,0.5597431657878206,0.3,0.0,0
U.M.R.,21,14,7,0.5835082161351128,0.21428571428571427,0.0,0
USDP Sure Win,10,7,3,0.6906575091353571,0.14285714285714285,0.0,0
Uchiha Madara,11,7,4,0.43894868144484345,0.42857142857142855,0.0,0
Uldred,29,20,9,0.6237054299745822,0.05,0.1111111111111111,1
VALAR MORGHULIS,11,7,4,0.6521507047505726,0.14285714285714285,0.0,0
Valdz,12,8,4,0.6473190719108666,0.125,0.25,1
Vanilla Bear,12,8,4,0.6373525965659826,0.25,0.0,0
Venichie,12,8,4,0.6653736945197448,0.125,0.0,0
Vhix,16,11,5,0.5872781389944995,0.18181818181818182,0.4,1
VoleurDePoulets,12,8,4,0.6388250750587083,0.25,0.0,0
WANNA BUILD A SNOW MAN?,11,7,4,0.6569811258404055,0.14285714285714285,0.5,1
WP`JerryDong,11,7,4,0.6845724959902159,0.0,0.0,0
WaaDaaFaak!?,21,14,7,0.699500936336933,0.14285714285714285,0.0,0
Warrior,10,7,3,0.7037945885308402,0.0,0.6666666666666666,1
Watdoyumean?,11,7,4,0.6889749734506093,0.0,0.0,0
West Street Variety,29,20,9,0.6751248493885857,0.05,0.3333333333333333,1
Wezagred,10,7,3,0.6547571960153334,0.0,0.3333333333333333,1
What's Poppin',11,7,4,0.5254154914586725,0.0,0.25,1
William,25,17,8,0.49286207958821915,0.35294117647058826,0.5,1
Wise #BobRoss,15,10,5,0.6252418720533054,0.0,0.2,1
Witcher 3 > Fallout 4,10,7,3,0.6643428330993777,0.0,0.3333333333333333,1
Wolf Assault,17,11,6,0.48433668434137833,0.36363636363636365,0.16666666666666666,1
Woody Woodpecker,19,13,6,0.4542603176316532,0.38461538461538464,0.3333333333333333,1
Wuff Wuff,11,7,4,0.6081877285182857,0.2857142857142857,0.25,1
WynnieMynimo:Re (つ・ω・)�,14,9,5,0.43127528165752615,0.4444444444444444,0.2,1
XIII,13,9,4,0.7297031402901767,0.1111111111111111,0.5,1
Xmus Jaxon Flaxon-Waxon,12,8,4,0.5934688794505937,0.125,0.75,1
Y u i c h i ‚ô•,12,8,4,0.5191823978582016,0.375,0.0,0
YORKSHIRE,13,9,4,0.6658336410992153,0.1111111111111111,0.0,0
Ynox Water Law,12,8,4,0.7163631755539684,0.0,0.0,0
Yong Pal,13,9,4,0.6947536930832223,0.0,0.0,0
Ywp,30,21,9,0.6180069340179061,0.09523809523809523,0.0,0
Za!nsta,12,8,4,0.6775759318471956,0.125,0.25,1
Zcygqamb,13,9,4,0.6255588271821607,0.1111111111111111,0.0,0
Zero97M,12,8,4,0.7488741697190646,0.0,0.0,0
ZoDark,10,7,3,0.4722798273123981,0.42857142857142855,0.0,0
Zonex,10,7,3,0.5896178878746008,0.2857142857142857,0.6666666666666666,1
[ Profound Darkness ],11,7,4,0.7094706731067396,0.2857142857142857,0.0,0
[?],10,7,3,0.5649966048425379,0.2857142857142857,1.0,1
[D2P]Poison,12,8,4,0.5028333620180968,0.375,0.25,1
[DTGP]stop crying,11,7,4,0.3914775875419081,0.7142857142857143,0.25,1
[DoGe]Lopaha,11,7,4,0.6314396425824521,0.2857142857142857,0.0,0
[EE's Disciple],32,22,10,0.4060671956501065,0.4090909090909091,0.5,1
[F.U.G] XxKyKxX 14,12,8,4,0.5045215694843616,0.375,0.0,0
[H]okage,12,8,4,0.7747432628969873,0.0,0.25,1
[K]jro ༼ つ ◕_◕ ༽つ,13,9,4,0.6903412845718664,0.0,0.0,0
[MNI]HOODINI,10,7,3,0.7021694044999347,0.14285714285714285,0.0,0
[PH] DotaMaster`Jay,12,8,4,0.6579307690283432,0.0,0.75,1
[PLG].BrY,10,7,3,0.6231502445545345,0.14285714285714285,0.0,0
[QB]mohammedfbi63,21,14,7,0.6786498080890172,0.0,0.2857142857142857,1
[STR].MissBug,20,14,6,0.6722750268576558,0.07142857142857142,0.3333333333333333,1
\\Shadz\,16,11,5,0.6824764431446784,0.0,0.2,1
`Aju 新,10,7,3,0.4009091477864593,0.5714285714285714,0.6666666666666666,1
`Kharlstien,11,7,4,0.6652577334586313,0.14285714285714285,0.0,0
`Mr`Bully(//-),14,9,5,0.7130694954510542,0.1111111111111111,0.0,0
aDHd | fish gaminG,14,9,5,0.6302526168697783,0.1111111111111111,0.0,0
akasaka,19,13,6,0.663626164245159,0.23076923076923078,0.0,0
allexXx,10,7,3,0.6504616454253411,0.14285714285714285,0.6666666666666666,1
analassassin,11,7,4,0.5174532679904768,0.42857142857142855,0.25,1
ang holing laro  █ █V█,13,9,4,0.5951099828270633,0.2222222222222222,0.0,0
ayy lmao,10,7,3,0.6780227848351653,0.0,0.3333333333333333,1
bLam911,12,8,4,0.6550900816750632,0.0,0.0,0
barelyrobot,11,7,4,0.7071053586612596,0.0,0.0,0
bello vacanze,16,11,5,0.5554977903856607,0.2727272727272727,0.0,0
bneutrality,21,14,7,0.642576410728957,0.07142857142857142,0.14285714285714285,1
bobby.shaw11,54,37,17,0.5881143985953177,0.24324324324324326,0.11764705882352941,1
cK.1,15,10,5,0.5678078034847142,0.1,0.0,0
chit stain,16,11,5,0.678136978013254,0.0,0.0,0
cocodino,48,33,15,0.514243953757452,0.2727272727272727,0.3333333333333333,1
conan1412,10,7,3,0.5294289784857997,0.2857142857142857,0.0,0
confessor,20,14,6,0.710656715024514,0.07142857142857142,0.16666666666666666,1
dionysus,14,9,5,0.5027611526482813,0.3333333333333333,0.0,0
dragon slayer,17,11,6,0.7050825025825741,0.0,0.16666666666666666,1
"face your fate, son",12,8,4,0.5376112127823777,0.375,0.0,0
fake world wonderland,10,7,3,0.6151332343959297,0.14285714285714285,0.0,0
fasteddy,14,9,5,0.6750483956895437,0.1111111111111111,0.0,0
fk my team.mid or afk,10,7,3,0.6521945820712551,0.0,0.0,0
froz,32,22,10,0.5922574518919002,0.22727272727272727,0.3,1
gissi18,12,8,4,0.7739888262996341,0.0,0.0,0
hanthor,14,9,5,0.5532418882998357,0.3333333333333333,0.4,1
happy little clouds,13,9,4,0.6383548243407149,0.1111111111111111,0.0,0
heha,18,12,6,0.6165646288410568,0.0,0.3333333333333333,1
iRandom,16,11,5,0.6301941088469684,0.18181818181818182,0.2,1
illuminati confirmed,13,9,4,0.7161553404952525,0.0,0.25,1
jM,11,7,4,0.49018837027964,0.2857142857142857,0.0,0
jaynanners,35,24,11,0.6819556841622253,0.125,0.0,0
jepperkake,11,7,4,0.6638764616545543,0.0,0.0,0
jhun pitero,12,8,4,0.6607452379738668,0.0,1.0,1
katOshka,12,8,4,0.49772575726308416,0.375,0.25,1
kellyMONKEYS,17,11,6,0.5851313226286982,0.09090909090909091,0.0,0
kh_5am,10,7,3,0.6923409979930252,0.0,0.0,0
kid ralafu,10,7,3,0.6446112106353301,0.0,0.0,0
kjs,13,9,4,0.6551991344790131,0.2222222222222222,0.25,1
koozy,11,7,4,0.6218057670865641,0.14285714285714285,1.0,1
lanz.boss,17,11,6,0.6261020925750335,0.18181818181818182,0.5,1
leasey^,11,7,4,0.47224701088321047,0.42857142857142855,0.0,0
leveling the arcanas,13,9,4,0.5615521370335879,0.2222222222222222,0.5,1
little baobao,14,9,5,0.7182052705789427,0.0,0.0,0
lkgjhdsijofhgdiug,12,8,4,0.6726393834071541,0.0,0.0,0
melvin van peebles,10,7,3,0.3922441177329748,0.42857142857142855,0.0,0
mims,21,14,7,0.4255844299793675,0.35714285714285715,0.14285714285714285,1
mishatl,12,8,4,0.41395696842145935,0.5,0.5,1
mk,10,7,3,0.4642502248807055,0.42857142857142855,0.6666666666666666,1
mmr hunting,11,7,4,0.4856322229713336,0.5714285714285714,0.0,0
nmE,10,7,3,0.6122554697270681,0.14285714285714285,0.0,0
nofun,11,7,4,0.7127021177382189,0.0,0.0,0
nycotic,14,9,5,0.6951946195876704,0.0,0.0,0
nygmA,10,7,3,0.47642887463341577,0.5714285714285714,0.0,0
oldXeller~,13,9,4,0.6054852917038218,0.2222222222222222,0.25,1
p0n13$,29,20,9,0.6847064029374923,0.1,0.0,0
papa,12,8,4,0.6541968724114496,0.25,0.25,1
pls. dont h8,23,16,7,0.6479107715258579,0.0625,0.0,0
pluvio,19,13,6,0.6031907336244242,0.3076923076923077,0.5,1
princejaja,12,8,4,0.7068541008084382,0.0,0.0,0
pudge picker,14,9,5,0.6810488282379916,0.0,0.0,0
qwertz,14,9,5,0.6938115811709571,0.1111111111111111,0.2,1
raging fury,16,11,5,0.6807224634729091,0.0,0.4,1
relaxbro,19,13,6,0.5325601036846254,0.07692307692307693,0.3333333333333333,1
rewban,12,8,4,0.48686565842369806,0.25,0.25,1
rum,12,8,4,0.38461991260418754,0.625,0.25,1
rust,23,16,7,0.7248682052464385,0.0,0.7142857142857143,1
sad,14,9,5,0.6492087578751288,0.1111111111111111,0.0,0
saoylis,11,7,4,0.3724666051558291,0.5714285714285714,0.75,1
schuberto,11,7,4,0.6387975423725353,0.14285714285714285,0.0,0
shefulainen,21,14,7,0.41489117482978266,0.7142857142857143,0.8571428571428571,1
shibse,23,16,7,0.6584460754287486,0.0625,0.42857142857142855,1
shortpoorugly,21,14,7,0.3848314690620718,0.2857142857142857,0.42857142857142855,1
sigur,18,12,6,0.686725143769588,0.08333333333333333,0.0,0
silent for ever,10,7,3,0.4672749687659474,0.5714285714285714,0.3333333333333333,1
sky5,24,16,8,0.4941406793097161,0.3125,0.75,1
sojtucker,17,11,6,0.5770202965431438,0.2727272727272727,0.16666666666666666,1
some Secret Squirrel shit,10,7,3,0.5698246098527101,0.2857142857142857,0.6666666666666666,1
soy papá,55,38,17,0.6208079446483897,0.07894736842105263,0.23529411764705882,1
spOuk,11,7,4,0.6149654634805639,0.0,0.0,0
spicespicespice,12,8,4,0.3140866843899327,0.5,0.0,0
stevey slick,11,7,4,0.6741957412738466,0.0,0.0,0
stinky dinky,10,7,3,0.47898784114884496,0.2857142857142857,0.3333333333333333,1
stop playing fucking Jhűng? �,13,9,4,0.6351632605508877,0.1111111111111111,0.0,0
tHe gOat is Here!,10,7,3,0.6430435566084589,0.2857142857142857,0.3333333333333333,1
tehdilgerer,10,7,3,0.5807249803700548,0.2857142857142857,0.0,0
throw lord,10,7,3,0.6407970805210239,0.2857142857142857,0.6666666666666666,1
tk,10,7,3,0.6500495834652398,0.14285714285714285,0.3333333333333333,1
tralalaalala,11,7,4,0.42692924079126804,0.42857142857142855,0.0,0
turn right,13,9,4,0.7705845272011561,0.0,0.25,1
uAReSOfUCkiNGTraAsH HaAHA,10,7,3,0.7115416375283333,0.0,0.0,0
verticuous,27,18,9,0.6462106989371942,0.1111111111111111,0.1111111111111111,1
vraGG_,10,7,3,0.599640174840903,0.14285714285714285,0.0,0
w0lf,11,7,4,0.480253903074364,0.2857142857142857,0.25,1
will-o'-the-wisp,10,7,3,0.7532892627490759,0.0,0.0,0
windrunner every game fuckyes,15,10,5,0.42986337010890546,0.4,0.6,1
wow/10 :o CAPTAIN SIANG!,13,9,4,0.49278579556118296,0.4444444444444444,0.75,1
wysiwyg,11,7,4,0.707863715190718,0.0,0.25,1
x0x,15,10,5,0.4506363084981952,0.5,0.0,0
xD,15,10,5,0.7592115863892853,0.0,0.2,1
xWinkler,12,8,4,0.7206208839523478,0.125,0.75,1
xX360NOSCOPE420BLAZEITXx,24,16,8,0.506285780420511,0.5,0.5,1
yana,19,13,6,0.6573952926856982,0.0,0.0,0
yolowarrior,13,9,4,0.5368789627563166,0.3333333333333333,0.0,0
yoyoyo,10,7,3,0.6050532198431066,0.14285714285714285,0.3333333333333333,1
zaus,19,13,6,0.6479894405642015,0.0,0.0,0
zzzzzzzzz,18,12,6,0.6841814385268912,0.16666666666666666,0.0,0
"|  A  ""  R  ""  K  |",10,7,3,0.3076199967292849,0.7142857142857143,1.0,1
ςгσηiσςзз,12,8,4,0.6504358789433886,0.125,0.5,1
Неуравновешанны�,14,9,5,0.3318453579414385,0.7777777777777778,0.6,1
Сын Собаки,16,11,5,0.6846134395669681,0.0,0.2,1
Црвена Звезда,16,11,5,0.6160058694210435,0.2727272727272727,0.6,1
кормления русски,10,7,3,0.5709493375899963,0.2857142857142857,0.0,0
Ѵirtualghost,14,9,5,0.5319008885998004,0.2222222222222222,0.2,1
Ӈoϟϟ†y #3AM,11,7,4,0.5903317203028419,0.14285714285714285,0.25,1
†,10,7,3,0.6059812070798235,0.2857142857142857,1.0,1
•Be Water My friend_^*,10,7,3,0.5578040609417303,0.2857142857142857,0.6666666666666666,1
→ Daeko ツ,10,7,3,0.5329515742508352,0.2857142857142857,0.0,0
╨,15,10,5,0.5574212856870426,0.1,0.2,1
■↨↨↨pUckMe↨↨↨■,10,7,3,0.5789966754384885,0.0,0.0,0
☜❶☞ ААААА Ок☜❶,10,7,3,0.7400759895292364,0.0,0.0,0
♥DG.Dragon♥,10,7,3,0.38603330432371435,0.7142857142857143,0.6666666666666666,1
♥Petchy♥,11,7,4,0.4064289909519046,0.42857142857142855,0.0,0
チャンス,21,14,7,0.5084668198259779,0.35714285714285715,0.2857142857142857,1
"ㄨ O,P ㄨ",45,31,14,0.6259870316440233,0.12903225806451613,0.2857142857142857,1
假期就是要回家,10,7,3,0.7303160958457571,0.0,0.0,0
叔叔有钱,18,12,6,0.4125615220512495,0.4166666666666667,0.6666666666666666,1
如花,17,11,6,0.43723339550253093,0.2727272727272727,0.16666666666666666,1
我叫刘德华玩给你看,13,9,4,0.38099114455367966,0.6666666666666666,0.25,1
攀登,16,11,5,0.6252452855735604,0.0,0.0,0
日,11,7,4,0.5605235066344811,0.0,0.0,0
松杨,18,12,6,0.6987078883580038,0.0,0.3333333333333333,1
林俊杰,15,10,5,0.5095060178911163,0.3,0.8,1
猫NekO!,10,7,3,0.46426095803911427,0.2857142857142857,0.0,0
瑞,11,7,4,0.7235647805255715,0.0,0.25,1
龘龖,10,7,3,0.5329508664124293,0.2857142857142857,0.3333333333333333,1
김이현_PariS_bY_NighT,11,7,4,0.5611902823192373,0.2857142857142857,0.25,1
소녀시대-김태연,21,14,7,0.6405303439852309,0.14285714285714285,0.42857142857142855,1
Ｂ Ｅ Ｎ Ｎ,18,12,6,0.6716696415417074,0.08333333333333333,0.0,0
ＢＬＵＥ,11,7,4,0.6362051509433762,0.0,0.0,0
Ｆｅｌｔ,17,11,6,0.5536675027603943,0.2727272727272727,0.0,0
ＳｈｉｅｌｄＨｅｒｏ,10,7,3,0.6001593269944346,0.0,0.0,0
ＶＡＰＯＲＷＡＶＥミ�,13,9,4,0.6266152516405724,0.0,0.25,1
ｗｈｏ　ｃａｒｅａｓ�,19,13,6,0.6293686036121191,0.15384615384615385,0.16666666666666666,1
💀Spooky Hank💀,12,8,4,0.6227267085045644,0.25,0.0,0
